tissue	trait	p1_trait_prior	p2_tissue_prior	p12	pm1	pm2	enloc_enrich_intercept_effect(inteffect)	inteffect_95ci_lower	inteffect_95ci_upper	enloc_enrich_log_odds_ratio_effect(logor)	logor_95ci_lower	logor_95ci_upper
Adipose_Visceral_Omentum	Diastolic_Blood_Pressure	1.14466E-05	2.80617E-03	3.04270E-08	1.14770E-05	2.80620E-03	-11.375	-11.400	-11.350	-0.057	-1.724	1.610
Adipose_Visceral_Omentum	ER-negative_Breast_Cancer	2.47216E-05	2.80604E-03	1.60178E-07	2.48817E-05	2.80620E-03	-10.605	-10.657	-10.553	0.834	-2.262	3.929
Adipose_Visceral_Omentum	ER-positive_Breast_Cancer	8.16366E-06	2.80618E-03	2.40307E-08	8.18769E-06	2.80620E-03	-11.713	-11.739	-11.687	0.045	-2.092	2.183
Adipose_Visceral_Omentum	Eczema	1.22397E-05	2.80616E-03	4.23228E-08	1.22821E-05	2.80620E-03	-11.308	-11.339	-11.277	0.206	-2.131	2.542
Adipose_Visceral_Omentum	Eczema_UKBS	1.19974E-05	2.80616E-03	3.54573E-08	1.20328E-05	2.80620E-03	-11.328	-11.354	-11.303	0.049	-1.655	1.752
Adipose_Visceral_Omentum	Education_Years	7.08546E-05	2.79815E-03	8.05033E-06	7.89049E-05	2.80620E-03	-9.552	-9.586	-9.518	3.701	2.252	5.151
Adipose_Visceral_Omentum	Eosinophil_Count	5.98978E-05	2.79145E-03	1.47511E-05	7.46489E-05	2.80620E-03	-9.720	-9.756	-9.684	4.477	3.651	5.303
Adipose_Visceral_Omentum	Epilepsy	4.35226E-06	2.80619E-03	1.22968E-08	4.36456E-06	2.80620E-03	-12.342	-12.370	-12.314	0.004	-1.966	1.973
Adipose_Visceral_Omentum	Epilepsy_UKB	3.34371E-05	2.80613E-03	6.99176E-08	3.35070E-05	2.80620E-03	-10.303	-10.326	-10.280	-0.297	-2.127	1.533
Adipose_Visceral_Omentum	Fasting_Glucose	7.14700E-06	2.80618E-03	2.17439E-08	7.16875E-06	2.80620E-03	-11.846	-11.873	-11.819	0.078	-2.062	2.218
Adipose_Visceral_Omentum	Fasting_Insulin	4.20925E-07	2.80620E-03	1.18452E-09	4.22110E-07	2.80620E-03	-14.678	-14.711	-14.645	-0.000	-0.855	0.854
Adipose_Visceral_Omentum	Fathers_Age_At_Death_UKB	1.07477E-05	2.80424E-03	1.95989E-06	1.27076E-05	2.80620E-03	-11.438	-11.735	-11.141	4.172	-0.730	9.075
Adipose_Visceral_Omentum	Fluid_Intelligence_Score_UKB	4.14157E-05	2.79088E-03	1.53193E-05	5.67349E-05	2.80620E-03	-10.089	-10.129	-10.049	4.884	3.898	5.870
Adipose_Visceral_Omentum	Gout_UKBS	1.45078E-05	2.80614E-03	5.84003E-08	1.45662E-05	2.80620E-03	-11.138	-11.165	-11.110	0.358	-3.610	4.326
Adipose_Visceral_Omentum	Granulocyte_Count	5.64663E-05	2.78768E-03	1.85221E-05	7.49884E-05	2.80620E-03	-9.779	-9.818	-9.739	4.765	3.985	5.545
Adipose_Visceral_Omentum	HDL_Cholesterol	2.96859E-05	2.80499E-03	1.20823E-06	3.08941E-05	2.80620E-03	-10.422	-10.465	-10.379	2.672	0.231	5.112
Adipose_Visceral_Omentum	HDL_Cholesterol_NMR	8.37032E-06	2.80616E-03	3.82188E-08	8.40854E-06	2.80620E-03	-11.688	-11.780	-11.595	0.484	-2.311	3.279
Adipose_Visceral_Omentum	Hayfever_UKB	4.37135E-05	2.79602E-03	1.01752E-05	5.38887E-05	2.80620E-03	-10.035	-10.070	-9.999	4.419	3.283	5.555
Adipose_Visceral_Omentum	Heart_Attack_UKB	1.43347E-05	2.80613E-03	6.70419E-08	1.44018E-05	2.80620E-03	-11.150	-11.175	-11.125	0.508	-2.526	3.543
Adipose_Visceral_Omentum	Heart_Rate	1.43204E-05	2.80613E-03	6.51908E-08	1.43856E-05	2.80620E-03	-11.151	-11.185	-11.117	0.481	-2.087	3.050
Adipose_Visceral_Omentum	Height	1.16115E-04	2.79403E-03	1.21732E-05	1.28289E-04	2.80620E-03	-9.058	-9.083	-9.034	3.622	2.809	4.435
Adipose_Visceral_Omentum	High_Cholesterol_UKBS	2.52714E-05	2.79668E-03	9.51804E-06	3.47895E-05	2.80620E-03	-10.583	-10.651	-10.515	4.900	3.586	6.215
Adipose_Visceral_Omentum	High_Light_Scatter_Reticulocyte_Count	5.93612E-05	2.79154E-03	1.46633E-05	7.40245E-05	2.80620E-03	-9.729	-9.770	-9.689	4.480	3.592	5.367
Adipose_Visceral_Omentum	Hip_Circumference_EUR	2.78734E-05	2.80373E-03	2.46874E-06	3.03421E-05	2.80620E-03	-10.485	-10.564	-10.406	3.450	0.926	5.974
Adipose_Visceral_Omentum	Hypertension_UKBS	6.04998E-05	2.78963E-03	1.65712E-05	7.70709E-05	2.80620E-03	-9.710	-9.741	-9.678	4.584	3.751	5.418
Adipose_Visceral_Omentum	Hyperthyroidism_UKBS	1.48009E-05	2.80614E-03	5.57748E-08	1.48566E-05	2.80620E-03	-11.118	-11.145	-11.090	0.292	-2.294	2.877
Adipose_Visceral_Omentum	Hypothyroidism_UKBS	3.51514E-05	2.79573E-03	1.04735E-05	4.56249E-05	2.80620E-03	-10.253	-10.291	-10.215	4.666	3.416	5.916
Adipose_Visceral_Omentum	Inflammatory_Bowel_Disease	2.85219E-05	2.79939E-03	6.80840E-06	3.53303E-05	2.80620E-03	-10.462	-10.523	-10.400	4.443	2.875	6.011
Adipose_Visceral_Omentum	Inflammatory_Bowel_Disease_UKBS	8.66272E-05	2.80608E-03	1.21790E-07	8.67490E-05	2.80620E-03	-9.351	-9.372	-9.330	-0.694	-1.898	0.510
Adipose_Visceral_Omentum	Insomnia_In_Both_Sexes	5.75285E-06	2.80618E-03	1.60601E-08	5.76891E-06	2.80620E-03	-12.063	-12.090	-12.036	-0.008	-1.430	1.413
Adipose_Visceral_Omentum	Insomnia_UKB	3.37057E-05	2.79601E-03	1.01853E-05	4.38910E-05	2.80620E-03	-10.295	-10.336	-10.254	4.680	3.290	6.070
Adipose_Visceral_Omentum	Insomnia_UKBS	5.36589E-05	2.80611E-03	9.41895E-08	5.37530E-05	2.80620E-03	-9.830	-9.853	-9.807	-0.472	-1.917	0.972
Adipose_Visceral_Omentum	Intracraneal_Volume	1.87704E-06	2.80619E-03	5.29806E-09	1.88234E-06	2.80620E-03	-13.183	-13.212	-13.154	0.003	-3.565	3.571
Adipose_Visceral_Omentum	Irritable_Bowel_Syndrome_UKBS	1.75365E-06	2.80620E-03	4.97955E-09	1.75863E-06	2.80620E-03	-13.251	-13.281	-13.221	0.009	-9.357	9.375
Adipose_Visceral_Omentum	LDL_Cholesterol	2.57819E-05	2.80609E-03	1.09871E-07	2.58918E-05	2.80620E-03	-10.563	-10.587	-10.538	0.415	-4.989	5.819
Adipose_Visceral_Omentum	LDL_Cholesterol_NMR	1.04614E-05	2.80615E-03	4.95669E-08	1.05109E-05	2.80620E-03	-11.465	-11.510	-11.421	0.521	-2.781	3.822
Adipose_Visceral_Omentum	Lymphocyte_Count	6.55383E-05	2.79218E-03	1.40213E-05	7.95596E-05	2.80620E-03	-9.630	-9.667	-9.593	4.336	3.415	5.257
Adipose_Visceral_Omentum	Migraine_UKB	2.69686E-05	2.80614E-03	6.02390E-08	2.70288E-05	2.80620E-03	-10.518	-10.542	-10.494	-0.231	-2.979	2.517
Adipose_Visceral_Omentum	Migraine_UKBS	1.28802E-05	2.80616E-03	3.71636E-08	1.29173E-05	2.80620E-03	-11.257	-11.282	-11.232	0.025	-4.974	5.023
Adipose_Visceral_Omentum	Monocyte_Count	6.54728E-05	2.79184E-03	1.43601E-05	7.98329E-05	2.80620E-03	-9.631	-9.666	-9.595	4.361	3.506	5.217
Adipose_Visceral_Omentum	Mothers_Age_At_Death_UKB	4.90716E-06	2.80619E-03	1.40741E-08	4.92123E-06	2.80620E-03	-12.222	-12.250	-12.194	0.019	-2.782	2.819
Adipose_Visceral_Omentum	Multiple_Sclerosis	9.45639E-06	2.80178E-03	4.41943E-06	1.38758E-05	2.80620E-03	-11.566	-11.634	-11.498	5.114	3.320	6.907
Adipose_Visceral_Omentum	Multiple_Sclerosis_UKBS	2.00590E-05	2.80615E-03	5.19522E-08	2.01110E-05	2.80620E-03	-10.814	-10.839	-10.789	-0.083	-1.691	1.525
Adipose_Visceral_Omentum	Myeloid_White_Cell_Count	5.83023E-05	2.78849E-03	1.77122E-05	7.60145E-05	2.80620E-03	-9.747	-9.789	-9.705	4.688	3.862	5.514
Adipose_Visceral_Omentum	Neuroticism	7.97148E-08	2.80620E-03	2.24325E-10	7.99392E-08	2.80620E-03	-16.342	-16.379	-16.305	0.000	-0.203	0.203
Adipose_Visceral_Omentum	Neuroticism_UKB	5.49072E-05	2.79916E-03	7.04328E-06	6.19505E-05	2.80620E-03	-9.807	-9.841	-9.773	3.822	2.264	5.380
Adipose_Visceral_Omentum	Neutrophil_Count	5.53482E-05	2.78731E-03	1.88937E-05	7.42420E-05	2.80620E-03	-9.799	-9.841	-9.757	4.805	4.015	5.596
Adipose_Visceral_Omentum	Osteoporosis_UKBS	1.13781E-05	2.80617E-03	3.48248E-08	1.14129E-05	2.80620E-03	-11.381	-11.407	-11.355	0.084	-1.995	2.164
Adipose_Visceral_Omentum	Parkinsons_Disease_UKBS	3.27096E-05	2.80613E-03	7.01276E-08	3.27797E-05	2.80620E-03	-10.325	-10.349	-10.301	-0.272	-2.385	1.842
Adipose_Visceral_Omentum	Platelet_Count	7.41898E-05	2.79237E-03	1.38273E-05	8.80171E-05	2.80620E-03	-9.506	-9.542	-9.470	4.198	3.305	5.091
Adipose_Visceral_Omentum	Psoriasis_UKBS	1.74560E-05	2.80561E-03	5.90005E-07	1.80460E-05	2.80620E-03	-10.953	-10.995	-10.911	2.486	0.271	4.700
Adipose_Visceral_Omentum	Psychological_Problem_UKBS	5.10931E-05	2.80611E-03	9.08591E-08	5.11839E-05	2.80620E-03	-9.879	-9.901	-9.857	-0.459	-1.920	1.001
Adipose_Visceral_Omentum	Pubertal_Height_Female	6.90527E-07	2.80620E-03	1.94321E-09	6.92470E-07	2.80620E-03	-14.183	-14.215	-14.151	-0.000	-0.977	0.977
Adipose_Visceral_Omentum	Pubertal_Height_Male	1.27214E-06	2.80620E-03	3.63039E-09	1.27577E-06	2.80620E-03	-13.572	-13.603	-13.541	0.014	-2.515	2.542
Adipose_Visceral_Omentum	Pulmonary_Embolism_UKB	1.26251E-05	2.80617E-03	3.26332E-08	1.26577E-05	2.80620E-03	-11.277	-11.302	-11.252	-0.085	-1.705	1.535
Adipose_Visceral_Omentum	Red_Blood_Cell_Count	6.81446E-05	2.79173E-03	1.44749E-05	8.26195E-05	2.80620E-03	-9.591	-9.629	-9.553	4.329	3.443	5.216
Adipose_Visceral_Omentum	Reticulocyte_Count	5.86532E-05	2.79152E-03	1.46779E-05	7.33311E-05	2.80620E-03	-9.741	-9.772	-9.709	4.493	3.610	5.377
Adipose_Visceral_Omentum	Rheumatoid_Arthritis	2.58077E-05	2.79798E-03	8.22068E-06	3.40284E-05	2.80620E-03	-10.562	-10.612	-10.512	4.732	3.504	5.961
Adipose_Visceral_Omentum	Rheumatoid_Arthritis_UKBS	1.01117E-05	2.80617E-03	2.76972E-08	1.01394E-05	2.80620E-03	-11.499	-11.525	-11.473	-0.027	-1.702	1.647
Adipose_Visceral_Omentum	Schizophrenia	8.04487E-05	2.79481E-03	1.13875E-05	9.18362E-05	2.80620E-03	-9.425	-9.458	-9.392	3.922	2.837	5.006
Adipose_Visceral_Omentum	Schizophrenia_UKBS	4.88450E-05	2.80611E-03	8.95064E-08	4.89345E-05	2.80620E-03	-9.924	-9.947	-9.901	-0.429	-1.950	1.092
Adipose_Visceral_Omentum	Sleep_Duration	8.75558E-06	2.80618E-03	2.49365E-08	8.78052E-06	2.80620E-03	-11.643	-11.669	-11.617	0.012	-2.825	2.848
Adipose_Visceral_Omentum	Sleep_Duration_UKB	4.09217E-05	2.79617E-03	1.00343E-05	5.09559E-05	2.80620E-03	-10.101	-10.139	-10.063	4.471	3.094	5.848
Adipose_Visceral_Omentum	Smoker	4.28999E-07	2.80620E-03	1.20725E-09	4.30207E-07	2.80620E-03	-14.659	-14.692	-14.626	0.000	-1.151	1.152
Adipose_Visceral_Omentum	Standing_Height_UKB	1.04962E-04	2.79307E-03	1.31300E-05	1.18092E-04	2.80620E-03	-9.159	-9.184	-9.135	3.799	3.111	4.487
Adipose_Visceral_Omentum	Stroke	1.26579E-06	2.80620E-03	3.54785E-09	1.26934E-06	2.80620E-03	-13.577	-13.608	-13.546	-0.004	-1.260	1.253
Adipose_Visceral_Omentum	Sum_Basophil_Neutrophil_Count	5.55701E-05	2.78753E-03	1.86699E-05	7.42399E-05	2.80620E-03	-9.795	-9.836	-9.754	4.789	4.000	5.577
Adipose_Visceral_Omentum	Sum_Eosinophil_Basophil_Count	5.89472E-05	2.79105E-03	1.51526E-05	7.40998E-05	2.80620E-03	-9.736	-9.775	-9.697	4.520	3.698	5.342
Adipose_Visceral_Omentum	Sum_Neutrophil_Eosinophil_Count	5.64099E-05	2.78768E-03	1.85221E-05	7.49319E-05	2.80620E-03	-9.780	-9.826	-9.735	4.766	3.970	5.563
Adipose_Visceral_Omentum	Systemic_Lupus_Erythematosus	3.63307E-05	2.80604E-03	1.60018E-07	3.64907E-05	2.80620E-03	-10.220	-10.247	-10.194	0.448	-2.185	3.082
Adipose_Visceral_Omentum	Systolic_Blood_Pressure	1.11751E-05	2.80616E-03	3.99779E-08	1.12151E-05	2.80620E-03	-11.399	-11.425	-11.373	0.240	-2.385	2.864
Adipose_Visceral_Omentum	Triglycerides	2.22575E-05	2.80352E-03	2.68486E-06	2.49423E-05	2.80620E-03	-10.710	-10.778	-10.642	3.759	2.166	5.352
Adipose_Visceral_Omentum	Triglycerides_NMR	1.03676E-05	2.80615E-03	5.09744E-08	1.04186E-05	2.80620E-03	-11.474	-11.514	-11.435	0.558	-2.528	3.644
Adipose_Visceral_Omentum	Type_1_Diabetes_UKBS	5.59604E-05	2.80610E-03	1.02853E-07	5.60633E-05	2.80620E-03	-9.788	-9.810	-9.766	-0.426	-1.878	1.027
Adipose_Visceral_Omentum	Type_2_Diabetes	1.55753E-05	2.80612E-03	7.78134E-08	1.56531E-05	2.80620E-03	-11.067	-11.098	-11.035	0.574	-2.092	3.241
Adipose_Visceral_Omentum	Type_2_Diabetes_UKBS	1.10087E-05	2.80617E-03	3.07636E-08	1.10395E-05	2.80620E-03	-11.414	-11.440	-11.388	-0.007	-1.476	1.461
Adipose_Visceral_Omentum	Ulcerative_Colitis	2.29124E-05	2.80224E-03	3.95577E-06	2.68682E-05	2.80620E-03	-10.681	-10.783	-10.579	4.118	1.465	6.771
Adipose_Visceral_Omentum	Ulcerative_Colitis_UKBS	1.61947E-05	2.80613E-03	6.78512E-08	1.62626E-05	2.80620E-03	-11.028	-11.063	-10.994	0.398	-2.204	2.999
Adipose_Visceral_Omentum	Waist-to-Hip_Ratio_EUR	1.79876E-05	2.80557E-03	6.27735E-07	1.86153E-05	2.80620E-03	-10.923	-11.012	-10.834	2.518	-1.279	6.315
Adipose_Visceral_Omentum	Waist_Circumference_EUR	2.60932E-05	2.80474E-03	1.45946E-06	2.75526E-05	2.80620E-03	-10.551	-10.622	-10.479	2.990	-0.038	6.019
Adipose_Visceral_Omentum	White_Blood_Cell_Count	6.25920E-05	2.78700E-03	1.91964E-05	8.17884E-05	2.80620E-03	-9.676	-9.717	-9.634	4.698	3.951	5.445
Adrenal_Gland	Adiponectin	7.31911E-06	2.01255E-03	1.49979E-08	7.33411E-06	2.01256E-03	-11.823	-11.849	-11.797	0.016	-1.834	1.865
Adrenal_Gland	Alzheimers_Disease	1.37012E-05	2.01250E-03	6.37447E-08	1.37649E-05	2.01256E-03	-11.196	-11.271	-11.122	0.836	-2.355	4.027
Adrenal_Gland	Ankylosing_Spondylitis_UKBS	2.19875E-05	2.01252E-03	4.00008E-08	2.20275E-05	2.01256E-03	-10.723	-10.747	-10.699	-0.103	-1.615	1.409
Adrenal_Gland	Asthma	1.27366E-05	2.01253E-03	2.61776E-08	1.27628E-05	2.01256E-03	-11.269	-11.294	-11.244	0.019	-2.317	2.356
Adrenal_Gland	Asthma_TAGC_EUR	1.67681E-05	2.01251E-03	4.52814E-08	1.68134E-05	2.01256E-03	-10.994	-11.020	-10.968	0.292	-5.851	6.435
Adrenal_Gland	Asthma_UKB	3.54974E-05	2.00494E-03	7.62450E-06	4.31219E-05	2.01256E-03	-10.244	-10.296	-10.192	4.672	3.271	6.073
Adrenal_Gland	Asthma_UKBS	3.59619E-05	2.00459E-03	7.97405E-06	4.39359E-05	2.01256E-03	-10.231	-10.279	-10.183	4.704	3.356	6.052
Adrenal_Gland	Attention_Deficit_Hyperactivity_Disorder	3.57111E-05	2.01247E-03	8.87545E-08	3.57998E-05	2.01256E-03	-10.238	-10.261	-10.215	0.209	-2.460	2.879
Adrenal_Gland	Autism_Spectrum_Disorder	8.59414E-07	2.01256E-03	1.73832E-09	8.61152E-07	2.01256E-03	-13.965	-13.997	-13.933	0.003	-3.333	3.338
Adrenal_Gland	BMI_Active_Inds	2.10621E-05	2.01211E-03	4.52005E-07	2.15141E-05	2.01256E-03	-10.766	-10.857	-10.676	2.365	-1.369	6.099
Adrenal_Gland	BMI_Childhood	1.29291E-05	2.01253E-03	2.76024E-08	1.29567E-05	2.01256E-03	-11.254	-11.279	-11.229	0.057	-2.369	2.483
Adrenal_Gland	BMI_EUR	3.89180E-05	2.00922E-03	3.34177E-06	4.22598E-05	2.01256E-03	-10.152	-10.208	-10.096	3.753	1.616	5.890
Adrenal_Gland	BMI_UKB	9.83367E-05	2.00321E-03	9.35121E-06	1.07688E-04	2.01256E-03	-9.225	-9.249	-9.200	3.858	2.830	4.885
Adrenal_Gland	Balding_Pattern_2_UKB	2.38187E-05	2.01251E-03	4.77937E-08	2.38665E-05	2.01256E-03	-10.643	-10.667	-10.619	-0.005	-1.656	1.645
Adrenal_Gland	Balding_Pattern_3_UKB	2.16602E-05	2.01252E-03	4.46519E-08	2.17048E-05	2.01256E-03	-10.738	-10.762	-10.714	0.022	-1.936	1.981
Adrenal_Gland	Balding_Pattern_4_UKB	5.05238E-05	2.01106E-03	1.49693E-06	5.20208E-05	2.01256E-03	-9.891	-9.931	-9.851	2.688	-0.197	5.574
Adrenal_Gland	Birth_Length	1.04550E-06	2.01256E-03	2.12106E-09	1.04762E-06	2.01256E-03	-13.769	-13.800	-13.738	0.006	-2.942	2.955
Adrenal_Gland	Birth_Weight	2.70982E-05	2.00455E-03	8.01386E-06	3.51121E-05	2.01256E-03	-10.514	-10.602	-10.427	4.992	2.830	7.155
Adrenal_Gland	Birth_Weight_UKB	4.22436E-05	1.99954E-03	1.30224E-05	5.52660E-05	2.01256E-03	-10.070	-10.114	-10.026	5.036	3.934	6.137
Adrenal_Gland	Body_Fat_Percentage_UKB	9.28888E-05	2.00097E-03	1.15928E-05	1.04482E-04	2.01256E-03	-9.282	-9.310	-9.255	4.131	3.160	5.101
Adrenal_Gland	Bone_Mineral_Density	7.05325E-06	2.01255E-03	1.49829E-08	7.06824E-06	2.01256E-03	-11.860	-11.886	-11.834	0.052	-1.745	1.850
Adrenal_Gland	Breast_Cancer	2.87739E-05	2.01150E-03	1.05721E-06	2.98311E-05	2.01256E-03	-10.454	-10.536	-10.373	2.903	-0.826	6.633
Adrenal_Gland	CH2DB_NMR	4.68090E-06	2.01255E-03	9.60144E-09	4.69051E-06	2.01256E-03	-12.270	-12.298	-12.242	0.017	-1.686	1.720
Adrenal_Gland	Celiac_Disease	5.66604E-06	2.01254E-03	1.94123E-08	5.68545E-06	2.01256E-03	-12.079	-12.106	-12.051	0.530	-1.697	2.756
Adrenal_Gland	Chronic_Kidney_Disease	4.33834E-06	2.01255E-03	8.85439E-09	4.34719E-06	2.01256E-03	-12.346	-12.374	-12.318	0.012	-1.492	1.515
Adrenal_Gland	Chronotype	2.21641E-05	2.01251E-03	5.20337E-08	2.22161E-05	2.01256E-03	-10.715	-10.739	-10.691	0.152	-1.720	2.024
Adrenal_Gland	Chronotype_UKB	6.08514E-05	2.00449E-03	8.06993E-06	6.89213E-05	2.01256E-03	-9.705	-9.740	-9.671	4.190	2.748	5.632
Adrenal_Gland	Coronary_Artery_Disease	2.51654E-05	2.00666E-03	5.90162E-06	3.10670E-05	2.01256E-03	-10.588	-10.652	-10.524	4.759	3.030	6.489
Adrenal_Gland	Crohns_Disease	2.50900E-05	2.00989E-03	2.67469E-06	2.77647E-05	2.01256E-03	-10.591	-10.713	-10.470	3.969	0.408	7.530
Adrenal_Gland	Crohns_Disease_UKBS	2.22307E-05	2.01252E-03	4.15085E-08	2.22722E-05	2.01256E-03	-10.712	-10.736	-10.688	-0.077	-1.586	1.433
Adrenal_Gland	Deep_Venous_Thrombosis_UKB	9.87974E-06	2.01254E-03	2.38053E-08	9.90354E-06	2.01256E-03	-11.523	-11.549	-11.497	0.178	-2.053	2.409
Adrenal_Gland	Deep_Venous_Thrombosis_UKBS	9.70350E-06	2.01254E-03	2.44812E-08	9.72798E-06	2.01256E-03	-11.541	-11.567	-11.515	0.224	-1.705	2.152
Adrenal_Gland	Depressive_Symptoms	9.65510E-06	2.01254E-03	2.02046E-08	9.67530E-06	2.01256E-03	-11.546	-11.572	-11.520	0.037	-2.085	2.160
Adrenal_Gland	Diastolic_Blood_Pressure	1.14557E-05	2.01254E-03	2.35920E-08	1.14793E-05	2.01256E-03	-11.375	-11.400	-11.350	0.021	-2.115	2.157
Adrenal_Gland	ER-negative_Breast_Cancer	2.47412E-05	2.01243E-03	1.32668E-07	2.48739E-05	2.01256E-03	-10.605	-10.656	-10.555	0.978	-2.148	4.103
Adrenal_Gland	ER-positive_Breast_Cancer	8.17015E-06	2.01254E-03	1.73902E-08	8.18754E-06	2.01256E-03	-11.713	-11.739	-11.687	0.054	-2.263	2.371
Adrenal_Gland	Eczema	1.22006E-05	2.01253E-03	2.86142E-08	1.22292E-05	2.01256E-03	-11.312	-11.340	-11.285	0.151	-1.756	2.058
Adrenal_Gland	Eczema_UKBS	1.20069E-05	2.01254E-03	2.47520E-08	1.20317E-05	2.01256E-03	-11.328	-11.354	-11.302	0.022	-1.586	1.631
Adrenal_Gland	Education_Years	7.04163E-05	2.00409E-03	8.47350E-06	7.88898E-05	2.01256E-03	-9.559	-9.600	-9.517	4.093	2.674	5.511
Adrenal_Gland	Eosinophil_Count	6.43561E-05	2.00367E-03	8.88831E-06	7.32444E-05	2.01256E-03	-9.649	-9.683	-9.615	4.231	3.139	5.322
Adrenal_Gland	Epilepsy	4.35573E-06	2.01255E-03	8.87212E-09	4.36460E-06	2.01256E-03	-12.342	-12.370	-12.314	0.010	-2.341	2.361
Adrenal_Gland	Epilepsy_UKB	3.34637E-05	2.01251E-03	5.48110E-08	3.35186E-05	2.01256E-03	-10.303	-10.326	-10.280	-0.208	-2.415	1.998
Adrenal_Gland	Fasting_Glucose	7.15269E-06	2.01254E-03	1.51033E-08	7.16780E-06	2.01256E-03	-11.846	-11.873	-11.819	0.046	-2.218	2.310
Adrenal_Gland	Fasting_Insulin	4.21260E-07	2.01256E-03	8.49521E-10	4.22110E-07	2.01256E-03	-14.678	-14.712	-14.644	0.000	-0.895	0.895
Adrenal_Gland	Fathers_Age_At_Death_UKB	1.33897E-05	2.01251E-03	4.56907E-08	1.34353E-05	2.01256E-03	-11.219	-11.269	-11.169	0.526	-3.176	4.229
Adrenal_Gland	Fluid_Intelligence_Score_UKB	4.41438E-05	2.00188E-03	1.06850E-05	5.48288E-05	2.01256E-03	-10.026	-10.064	-9.989	4.793	3.552	6.034
Adrenal_Gland	Gout_UKBS	1.42603E-05	2.01245E-03	1.05728E-07	1.43661E-05	2.01256E-03	-11.156	-11.206	-11.107	1.302	-1.246	3.849
Adrenal_Gland	Granulocyte_Count	6.12176E-05	1.99972E-03	1.28425E-05	7.40601E-05	2.01256E-03	-9.699	-9.737	-9.662	4.651	3.678	5.624
Adrenal_Gland	HDL_Cholesterol	3.00381E-05	2.01192E-03	6.43292E-07	3.06814E-05	2.01256E-03	-10.411	-10.455	-10.367	2.363	-0.552	5.279
Adrenal_Gland	HDL_Cholesterol_NMR	8.47811E-06	2.01254E-03	1.91808E-08	8.49729E-06	2.01256E-03	-11.676	-11.702	-11.650	0.115	-1.784	2.013
Adrenal_Gland	Hayfever_UKB	4.57618E-05	2.00628E-03	6.27792E-06	5.20397E-05	2.01256E-03	-9.990	-10.048	-9.932	4.223	2.151	6.296
Adrenal_Gland	Heart_Attack_UKB	1.43605E-05	2.01252E-03	3.64485E-08	1.43970E-05	2.01256E-03	-11.149	-11.175	-11.123	0.230	-3.235	3.696
Adrenal_Gland	Heart_Rate	1.43749E-05	2.01252E-03	4.06866E-08	1.44156E-05	2.01256E-03	-11.148	-11.173	-11.122	0.339	-2.647	3.324
Adrenal_Gland	Height	1.14937E-04	1.99956E-03	1.29966E-05	1.27933E-04	2.01256E-03	-9.069	-9.095	-9.044	4.033	3.245	4.821
Adrenal_Gland	High_Cholesterol_UKBS	2.76180E-05	2.00897E-03	3.59081E-06	3.12088E-05	2.01256E-03	-10.495	-10.617	-10.373	4.168	0.745	7.591
Adrenal_Gland	High_Light_Scatter_Reticulocyte_Count	6.28929E-05	2.00251E-03	1.00458E-05	7.29387E-05	2.01256E-03	-9.672	-9.712	-9.632	4.377	3.272	5.482
Adrenal_Gland	Hip_Circumference_EUR	2.74528E-05	2.00907E-03	3.49183E-06	3.09446E-05	2.01256E-03	-10.501	-10.557	-10.445	4.146	2.333	5.959
Adrenal_Gland	Hypertension_UKBS	5.91713E-05	1.99476E-03	1.78014E-05	7.69727E-05	2.01256E-03	-9.733	-9.765	-9.702	5.014	4.219	5.809
Adrenal_Gland	Hyperthyroidism_UKBS	1.48423E-05	2.01253E-03	3.23270E-08	1.48746E-05	2.01256E-03	-11.116	-11.141	-11.091	0.077	-1.603	1.757
Adrenal_Gland	Hypothyroidism_UKBS	3.69091E-05	2.00595E-03	6.61191E-06	4.35210E-05	2.01256E-03	-10.205	-10.270	-10.140	4.490	2.417	6.564
Adrenal_Gland	Inflammatory_Bowel_Disease	2.99182E-05	2.00967E-03	2.88847E-06	3.28066E-05	2.01256E-03	-10.415	-10.514	-10.316	3.870	0.611	7.128
Adrenal_Gland	Inflammatory_Bowel_Disease_UKBS	8.66961E-05	2.01246E-03	1.03531E-07	8.67996E-05	2.01256E-03	-9.351	-9.372	-9.330	-0.524	-1.680	0.631
Adrenal_Gland	Insomnia_In_Both_Sexes	5.75742E-06	2.01255E-03	1.15873E-08	5.76901E-06	2.01256E-03	-12.063	-12.090	-12.036	-0.002	-2.000	1.995
Adrenal_Gland	Insomnia_UKB	3.40715E-05	2.00326E-03	9.30478E-06	4.33763E-05	2.01256E-03	-10.285	-10.339	-10.232	4.913	3.460	6.365
Adrenal_Gland	Insomnia_UKBS	5.36479E-05	2.01248E-03	7.77796E-08	5.37257E-05	2.01256E-03	-9.831	-9.853	-9.809	-0.330	-1.766	1.106
Adrenal_Gland	Intracraneal_Volume	1.87854E-06	2.01256E-03	3.78830E-09	1.88233E-06	2.01256E-03	-13.183	-13.212	-13.154	0.000	-2.532	2.533
Adrenal_Gland	Irritable_Bowel_Syndrome_UKBS	1.75504E-06	2.01256E-03	3.56055E-09	1.75861E-06	2.01256E-03	-13.251	-13.281	-13.221	0.006	-2.429	2.442
Adrenal_Gland	LDL_Cholesterol	2.55969E-05	2.01239E-03	1.73267E-07	2.57701E-05	2.01256E-03	-10.571	-10.611	-10.530	1.211	-2.277	4.699
